,country_code,Indicator,Year,value
28405,KEN,Exports,1975,2718752225.72729
28406,KEN,Exports,1976,2770419692.98094
28407,KEN,Exports,1977,2847699388.5046
28408,KEN,Exports,1978,2895511073.87316
28409,KEN,Exports,1979,2763036281.6433
28410,KEN,Exports,1980,2913067181.18838
28411,KEN,Exports,1981,2791093240.3117
28412,KEN,Exports,1982,2879858241.54306
28413,KEN,Exports,1983,2814063851.72708
28414,KEN,Exports,1984,2838675219.41894
28415,KEN,Exports,1985,3029364100.72779
28416,KEN,Exports,1986,3325389639.17179
28417,KEN,Exports,1987,3334020025.0441
28418,KEN,Exports,1988,3487627777.12735
28419,KEN,Exports,1989,3815746542.24361
28420,KEN,Exports,1990,4675831825.2734
28421,KEN,Exports,1991,4617748994.81296
28422,KEN,Exports,1992,4581750767.58462
28423,KEN,Exports,1993,6025945858.94248
28424,KEN,Exports,1994,5956312094.93661
28425,KEN,Exports,1995,5499984510.38411
28426,KEN,Exports,1996,5750725130.8624
28427,KEN,Exports,1997,5138527033.26158
28428,KEN,Exports,1998,4887543459.69936
28429,KEN,Exports,1999,5341118348.03646
28430,KEN,Exports,2000,5401739159.05109
28431,KEN,Exports,2001,5596600637.91665
28432,KEN,Exports,2002,5994799076.69044
28433,KEN,Exports,2003,6427147983.10737
28434,KEN,Exports,2004,7236643329.75186
28435,KEN,Exports,2005,7915427386.19005
28436,KEN,Exports,2006,8195665827.32475
28437,KEN,Exports,2007,8700316499.35332
28438,KEN,Exports,2008,8906670857.95413
28439,KEN,Exports,2009,8441825401.6437
28440,KEN,Exports,2010,9653429280.75942
28441,KEN,Exports,2011,10461165200.1699
28442,KEN,Exports,2012,10697575713.1681
28443,KEN,Exports,2013,10648323522.9601
28444,KEN,Exports,2014,10845332283.792
28445,KEN,Exports,2015,10608330744.5113
28446,KEN,Exports,2016,9911449684.73325
28447,KEN,Exports,2017,9810581199.18736
28448,KEN,Exports,2018,10474963693.7786
28449,KEN,Exports,2019,10144205685.218
28450,KEN,Exports,2020,9311511710.94155
28451,KEN,GDP,1960,6102052482.41935
28452,KEN,GDP,1961,5627640180.25289
28453,KEN,GDP,1962,6159866300.79428
28454,KEN,GDP,1963,6700600321.54293
28455,KEN,GDP,1964,7033249432.60306
28456,KEN,GDP,1965,7174554036.97339
28457,KEN,GDP,1966,8231262992.34032
28458,KEN,GDP,1967,8507934840.69769
28459,KEN,GDP,1968,9187096901.84042
28460,KEN,GDP,1969,9918318565.25567
28461,KEN,GDP,1970,9456576509.73217
28462,KEN,GDP,1971,11553467565.0897
28463,KEN,GDP,1972,13527080498.7944
28464,KEN,GDP,1973,14324715651.1053
28465,KEN,GDP,1974,14907103775.5581
28466,KEN,GDP,1975,15038614718.8806
28467,KEN,GDP,1976,15362541140.8275
28468,KEN,GDP,1977,16814884724.8077
28469,KEN,GDP,1978,17977212546.2907
28470,KEN,GDP,1979,19346217917.6687
28471,KEN,GDP,1980,20428053820.5007
28472,KEN,GDP,1981,21198915459.9316
28473,KEN,GDP,1982,21518272511.52
28474,KEN,GDP,1983,21799957509.8456
28475,KEN,GDP,1984,22182594065.0303
28476,KEN,GDP,1985,23136570235.9661
28477,KEN,GDP,1986,24797210380.2009
28478,KEN,GDP,1987,26269447404.1107
28479,KEN,GDP,1988,27898989515.0556
28480,KEN,GDP,1989,29207549426.0938
28481,KEN,GDP,1990,30431944786.3549
28482,KEN,GDP,1991,30869661687.6543
28483,KEN,GDP,1992,30622860607.0114
28484,KEN,GDP,1993,30731019710.4981
28485,KEN,GDP,1994,31540101239.8411
28486,KEN,GDP,1995,32929826392.9266
28487,KEN,GDP,1996,34295373364.3985
28488,KEN,GDP,1997,34458242751.1432
28489,KEN,GDP,1998,35591992582.8782
28490,KEN,GDP,1999,36412526320.9441
28491,KEN,GDP,2000,36630890563.2609
28492,KEN,GDP,2001,38015503975.3104
28493,KEN,GDP,2002,38223395381.6748
28494,KEN,GDP,2003,39344287104.167
28495,KEN,GDP,2004,41352537462.5716
28496,KEN,GDP,2005,43795093766.7873
28497,KEN,GDP,2006,46629728713.92
28498,KEN,GDP,2007,49824205420.8892
28499,KEN,GDP,2008,49939938453.247
28500,KEN,GDP,2009,51591422161.7176
28501,KEN,GDP,2010,55748903297.985
28502,KEN,GDP,2011,58603863796.4468
28503,KEN,GDP,2012,61281286574.995
28504,KEN,GDP,2013,63608656932.133
28505,KEN,GDP,2014,66801882117.2141
28506,KEN,GDP,2015,70120413328.7838
28507,KEN,GDP,2016,73074948912.6476
28508,KEN,GDP,2017,75863128285.0281
28509,KEN,GDP,2018,80133540731.9138
28510,KEN,GDP,2019,84125098675.5269
28511,KEN,GDP,2020,83859109642.7977
28512,KEN,Imports,1960,1521164823.53897
28513,KEN,Imports,1961,1550781397.10755
28514,KEN,Imports,1962,1580318904.10215
28515,KEN,Imports,1963,1532368742.13379
28516,KEN,Imports,1964,1666884249.78085
28517,KEN,Imports,1965,1699734495.45065
28518,KEN,Imports,1966,1994941077.29831
28519,KEN,Imports,1967,2028354906.56523
28520,KEN,Imports,1968,2179137406.82973
28521,KEN,Imports,1969,2230291516.75559
28522,KEN,Imports,1970,2627559102.25631
28523,KEN,Imports,1971,3053068743.12935
28524,KEN,Imports,1972,2564360587.89274
28525,KEN,Imports,1973,2524776226.54125
28526,KEN,Imports,1974,3026665981.60854
28527,KEN,Imports,1975,2305910207.28516
28528,KEN,Imports,1976,2244788313.97216
28529,KEN,Imports,1977,2655692380.09821
28530,KEN,Imports,1978,3384685422.95289
28531,KEN,Imports,1979,2740547091.48806
28532,KEN,Imports,1980,3014226030.37382
28533,KEN,Imports,1981,2380144481.82735
28534,KEN,Imports,1982,1996305713.82123
28535,KEN,Imports,1983,1629060142.08147
28536,KEN,Imports,1984,1920123369.36234
28537,KEN,Imports,1985,1783382788.45028
28538,KEN,Imports,1986,2083780925.12226
28539,KEN,Imports,1987,2360644017.8485
28540,KEN,Imports,1988,2573744940.81662
28541,KEN,Imports,1989,2825134808.68005
28542,KEN,Imports,1990,2920580289.91874
28543,KEN,Imports,1991,2789654245.89691
28544,KEN,Imports,1992,2724329665.48474
28545,KEN,Imports,1993,3645558529.34051
28546,KEN,Imports,1994,4258814531.91838
28547,KEN,Imports,1995,5003748114.64839
28548,KEN,Imports,1996,5094842579.65482
28549,KEN,Imports,1997,5632510760.21026
28550,KEN,Imports,1998,5896150976.89913
28551,KEN,Imports,1999,5808938882.73376
28552,KEN,Imports,2000,5920382237.77364
28553,KEN,Imports,2001,7073054152.49794
28554,KEN,Imports,2002,6274792556.17912
28555,KEN,Imports,2003,6270927822.60112
28556,KEN,Imports,2004,7041993151.99694
28557,KEN,Imports,2005,8094304701.39388
28558,KEN,Imports,2006,10143543541.3712
28559,KEN,Imports,2007,10590431375.1538
28560,KEN,Imports,2008,11940062231.3088
28561,KEN,Imports,2009,12936786648.674
28562,KEN,Imports,2010,14272325486.0563
28563,KEN,Imports,2011,16235766911.1632
28564,KEN,Imports,2012,16305533865.3549
28565,KEN,Imports,2013,16634435220.8296
28566,KEN,Imports,2014,18528109691.7449
28567,KEN,Imports,2015,17669398086.139
28568,KEN,Imports,2016,16360129497.0221
28569,KEN,Imports,2017,18392308315.4109
28570,KEN,Imports,2018,18656033382.2799
28571,KEN,Imports,2019,18993074547.9673
28572,KEN,Imports,2020,17382699757.9255
28573,KEN,Investment,1979,2973043575.77398
28574,KEN,Investment,1980,2928689381.67551
28575,KEN,Investment,1981,3071120659.00901
28576,KEN,Investment,1982,2451564971.88113
28577,KEN,Investment,1983,2208431568.1225
28578,KEN,Investment,1984,2167426567.91451
28579,KEN,Investment,1985,2104651803.87685
28580,KEN,Investment,1986,2398475715.93548
28581,KEN,Investment,1987,2626945079.52109
28582,KEN,Investment,1988,2596892848.47468
28583,KEN,Investment,1989,2715925023.788
28584,KEN,Investment,1990,2738735754.91352
28585,KEN,Investment,1991,2823280281.01011
28586,KEN,Investment,1992,2535656905.11803
28587,KEN,Investment,1993,2772091919.32493
28588,KEN,Investment,1994,3055234614.75043
28589,KEN,Investment,1995,3313167834.94629
28590,KEN,Investment,1996,3520093732.01744
28591,KEN,Investment,1997,3629920780.57364
28592,KEN,Investment,1998,3923637138.67851
28593,KEN,Investment,1999,3893935485.46304
28594,KEN,Investment,2000,4215613867.05021
28595,KEN,Investment,2001,4737580147.79304
28596,KEN,Investment,2002,4447598880.91044
28597,KEN,Investment,2003,4093916390.40723
28598,KEN,Investment,2004,4394207533.97693
28599,KEN,Investment,2005,5615736035.18626
28600,KEN,Investment,2006,7398573068.53011
28601,KEN,Investment,2007,7561181599.68781
28602,KEN,Investment,2008,8533061076.17596
28603,KEN,Investment,2009,9383714591.18031
28604,KEN,Investment,2010,10962851027.2365
28605,KEN,Investment,2011,11185549755.3983
28606,KEN,Investment,2012,12602723480.0642
28607,KEN,Investment,2013,12906403563.9211
28608,KEN,Investment,2014,15467438937.7816
28609,KEN,Investment,2015,15490326293.4349
28610,KEN,Investment,2016,14906855625.6511
28611,KEN,Investment,2017,16100661513.7037
28612,KEN,Investment,2018,16037702558.7185
28613,KEN,Investment,2019,16651372186.308
28614,KEN,Investment,2020,17223062091.3721
28615,KEN,Population,1960,8120082.0
28616,KEN,Population,1961,8377693.0
28617,KEN,Population,1962,8647002.0
28618,KEN,Population,1963,8928510.0
28619,KEN,Population,1964,9222692.0
28620,KEN,Population,1965,9530163.0
28621,KEN,Population,1966,9851453.0
28622,KEN,Population,1967,10187487.0
28623,KEN,Population,1968,10539909.0
28624,KEN,Population,1969,10910677.0
28625,KEN,Population,1970,11301394.0
28626,KEN,Population,1971,11713046.0
28627,KEN,Population,1972,12146070.0
28628,KEN,Population,1973,12600799.0
28629,KEN,Population,1974,13077341.0
28630,KEN,Population,1975,13575898.0
28631,KEN,Population,1976,14096258.0
28632,KEN,Population,1977,14638887.0
28633,KEN,Population,1978,15205381.0
28634,KEN,Population,1979,15797771.0
28635,KEN,Population,1980,16417203.0
28636,KEN,Population,1981,17063870.0
28637,KEN,Population,1982,17736326.0
28638,KEN,Population,1983,18431760.0
28639,KEN,Population,1984,19146403.0
28640,KEN,Population,1985,19877078.0
28641,KEN,Population,1986,20622560.0
28642,KEN,Population,1987,21382111.0
28643,KEN,Population,1988,22153685.0
28644,KEN,Population,1989,22935088.0
28645,KEN,Population,1990,23724574.0
28646,KEN,Population,1991,24521714.0
28647,KEN,Population,1992,25326080.0
28648,KEN,Population,1993,26136217.0
28649,KEN,Population,1994,26950508.0
28650,KEN,Population,1995,27768297.0
28651,KEN,Population,1996,28589456.0
28652,KEN,Population,1997,29415660.0
28653,KEN,Population,1998,30250488.0
28654,KEN,Population,1999,31098763.0
28655,KEN,Population,2000,31964557.0
28656,KEN,Population,2001,32848569.0
28657,KEN,Population,2002,33751746.0
28658,KEN,Population,2003,34678781.0
28659,KEN,Population,2004,35635267.0
28660,KEN,Population,2005,36624897.0
28661,KEN,Population,2006,37649039.0
28662,KEN,Population,2007,38705934.0
28663,KEN,Population,2008,39791984.0
28664,KEN,Population,2009,40901798.0
28665,KEN,Population,2010,42030684.0
28666,KEN,Population,2011,43178270.0
28667,KEN,Population,2012,44343469.0
28668,KEN,Population,2013,45519986.0
28669,KEN,Population,2014,46700063.0
28670,KEN,Population,2015,47878339.0
28671,KEN,Population,2016,49051531.0
28672,KEN,Population,2017,50221146.0
28673,KEN,Population,2018,51392570.0
28674,KEN,Population,2019,52573967.0
28675,KEN,Population,2020,53771300.0
28676,KGZ,Consumption,1991,5818793195.76331
28677,KGZ,Consumption,1992,5072231049.98577
28678,KGZ,Consumption,1993,4483801726.53473
28679,KGZ,Consumption,1994,3606811184.91688
28680,KGZ,Consumption,1995,3027353844.75683
28681,KGZ,Consumption,1996,3217303436.65208
28682,KGZ,Consumption,1997,2956583919.8904
28683,KGZ,Consumption,1998,3402794746.39358
28684,KGZ,Consumption,1999,3434874807.18489
28685,KGZ,Consumption,2000,3336936932.21201
28686,KGZ,Consumption,2001,3384035530.05684
28687,KGZ,Consumption,2002,3508155271.27216
28688,KGZ,Consumption,2003,4178741594.14609
28689,KGZ,Consumption,2004,4471551790.30902
28690,KGZ,Consumption,2005,4748331957.09353
28691,KGZ,Consumption,2006,5515785067.41038
28692,KGZ,Consumption,2007,5657936104.80743
28693,KGZ,Consumption,2008,6269550572.86051
28694,KGZ,Consumption,2009,5526570479.6739
28695,KGZ,Consumption,2010,5637254163.02264
28696,KGZ,Consumption,2011,6093221855.93705
28697,KGZ,Consumption,2012,6673696411.11561
28698,KGZ,Consumption,2013,7109113866.37841
28699,KGZ,Consumption,2014,7280878934.35517
28700,KGZ,Consumption,2015,7232597138.47361
28701,KGZ,Consumption,2016,7212025359.78636
28702,KGZ,Consumption,2017,7602768285.97654
28703,KGZ,Consumption,2018,7974237102.82085
28704,KGZ,Consumption,2019,8033599291.16867
28705,KGZ,Consumption,2020,7257278361.5422
28706,KGZ,Exports,1991,3341129255.10702
28707,KGZ,Exports,1992,1808501156.88333
28708,KGZ,Exports,1993,2240402493.29639
28709,KGZ,Exports,1994,1815406063.52894
28710,KGZ,Exports,1995,1500185108.97271
28711,KGZ,Exports,1996,1600712489.02991
28712,KGZ,Exports,1997,1937702251.67521
28713,KGZ,Exports,1998,1768417605.54536
28714,KGZ,Exports,1999,1584520893.1706
28715,KGZ,Exports,2000,1751026760.32518
28716,KGZ,Exports,2001,1694316919.67965
28717,KGZ,Exports,2002,1831206568.16824
28718,KGZ,Exports,2003,1928066929.38144
28719,KGZ,Exports,2004,2175143145.81348
28720,KGZ,Exports,2005,1936316093.01274
28721,KGZ,Exports,2006,2108565561.56276
28722,KGZ,Exports,2007,2653572520.35656
28723,KGZ,Exports,2008,2895192900.30571
28724,KGZ,Exports,2009,2863879123.9609
28725,KGZ,Exports,2010,2528789008.61133
28726,KGZ,Exports,2011,2926332975.55876
28727,KGZ,Exports,2012,2363860296.08635
28728,KGZ,Exports,2013,2655521085.21673
28729,KGZ,Exports,2014,2490314127.7511
28730,KGZ,Exports,2015,2350024277.83147
28731,KGZ,Exports,2016,2259872080.14512
28732,KGZ,Exports,2017,2398219513.0097
28733,KGZ,Exports,2018,2333100416.50442
28734,KGZ,Exports,2019,2712131321.18049
28735,KGZ,Exports,2020,2211607796.79078
28736,KGZ,GDP,1986,4159487563.13423
28737,KGZ,GDP,1987,4296749337.27334
28738,KGZ,GDP,1988,4863921541.23968
28739,KGZ,GDP,1989,4999612837.96261
28740,KGZ,GDP,1990,5284730590.66069
28741,KGZ,GDP,1991,4864915544.00926
28742,KGZ,GDP,1992,4191716421.0343
28743,KGZ,GDP,1993,3543705221.37853
28744,KGZ,GDP,1994,2831946398.97968
28745,KGZ,GDP,1995,2678346669.70099
28746,KGZ,GDP,1996,2868094204.01132
28747,KGZ,GDP,1997,3152473026.2545
28748,KGZ,GDP,1998,3219363310.60799
28749,KGZ,GDP,1999,3337056452.95611
28750,KGZ,GDP,2000,3518703669.32844
28751,KGZ,GDP,2001,3705955757.57516
28752,KGZ,GDP,2002,3705313715.49168
28753,KGZ,GDP,2003,3965808133.70312
28754,KGZ,GDP,2004,4244478032.01477
28755,KGZ,GDP,2005,4237028318.88693
28756,KGZ,GDP,2006,4368499017.43315
28757,KGZ,GDP,2007,4741694417.57877
28758,KGZ,GDP,2008,5140073377.27744
28759,KGZ,GDP,2009,5288431036.33614
28760,KGZ,GDP,2010,5263492561.84497
28761,KGZ,GDP,2011,5577000617.04261
28762,KGZ,GDP,2012,5572084479.78832
28763,KGZ,GDP,2013,6180303659.14821
28764,KGZ,GDP,2014,6429001465.58213
28765,KGZ,GDP,2015,6678178340.45121
28766,KGZ,GDP,2016,6967734531.18414
28767,KGZ,GDP,2017,7298000773.99442
28768,KGZ,GDP,2018,7572253083.98869
28769,KGZ,GDP,2019,7920624102.90056
28770,KGZ,GDP,2020,7238139485.07632
28771,KGZ,Imports,1991,6051998090.68693
28772,KGZ,Imports,1992,3963255386.27588
28773,KGZ,Imports,1993,4233911251.45328
28774,KGZ,Imports,1994,3295261117.19582
28775,KGZ,Imports,1995,2687376820.72237
28776,KGZ,Imports,1996,2872780906.59175
28777,KGZ,Imports,1997,2293084410.26388
28778,KGZ,Imports,1998,2328547313.57747
28779,KGZ,Imports,1999,2213987215.6355
28780,KGZ,Imports,2000,2222657517.23507
28781,KGZ,Imports,2001,1914950897.76004
28782,KGZ,Imports,2002,2165417744.42674
28783,KGZ,Imports,2003,2511781163.23767
28784,KGZ,Imports,2004,2920329784.32109
28785,KGZ,Imports,2005,3109320358.89968
28786,KGZ,Imports,2006,4508283854.56304
28787,KGZ,Imports,2007,5004224904.48215
28788,KGZ,Imports,2008,5683724282.87647
28789,KGZ,Imports,2009,4583014912.53234
28790,KGZ,Imports,2010,4268545194.10019
28791,KGZ,Imports,2011,4905707043.89666
28792,KGZ,Imports,2012,5512208008.8634
28793,KGZ,Imports,2013,5737888987.80052
28794,KGZ,Imports,2014,5829229927.18342
28795,KGZ,Imports,2015,5060187303.85762
28796,KGZ,Imports,2016,5006870704.62107
28797,KGZ,Imports,2017,5379617966.02694
28798,KGZ,Imports,2018,5779157418.87945
28799,KGZ,Imports,2019,6133048442.6479
28800,KGZ,Imports,2020,4661882772.4353
28801,KGZ,Investment,1991,1146007432.20767
28802,KGZ,Investment,1992,810780767.267777
28803,KGZ,Investment,1993,633757746.582591
28804,KGZ,Investment,1994,450349085.890954
28805,KGZ,Investment,1995,723718770.585265
28806,KGZ,Investment,1996,629679325.508146
28807,KGZ,Investment,1997,443579572.740127
28808,KGZ,Investment,1998,436416033.080761
28809,KGZ,Investment,1999,559163924.273642
28810,KGZ,Investment,2000,709741455.556712
28811,KGZ,Investment,2001,696109032.440407
28812,KGZ,Investment,2002,644753139.814071
28813,KGZ,Investment,2003,603425374.009035
28814,KGZ,Investment,2004,648174377.380536
28815,KGZ,Investment,2005,715227549.905334
28816,KGZ,Investment,2006,1068421530.3201
28817,KGZ,Investment,2007,1183535801.19203
28818,KGZ,Investment,2008,1339967669.04398
28819,KGZ,Investment,2009,1454441268.60077
28820,KGZ,Investment,2010,1351386928.2336
28821,KGZ,Investment,2011,1291635142.14013
28822,KGZ,Investment,2012,1766571426.50484
28823,KGZ,Investment,2013,1785204826.52262
28824,KGZ,Investment,2014,2097534164.40932
28825,KGZ,Investment,2015,2176284979.85638
28826,KGZ,Investment,2016,2347773343.64828
28827,KGZ,Investment,2017,2563200579.69407
28828,KGZ,Investment,2018,2742744903.55783
28829,KGZ,Investment,2019,2934860066.28786
28830,KGZ,Investment,2020,2250812850.57649
28831,KGZ,Population,1960,2172300.0
28832,KGZ,Population,1961,2255900.0
28833,KGZ,Population,1962,2333400.0
28834,KGZ,Population,1963,2413700.0
28835,KGZ,Population,1964,2495300.0
28836,KGZ,Population,1965,2573300.0
28837,KGZ,Population,1966,2655300.0
28838,KGZ,Population,1967,2736500.0
28839,KGZ,Population,1968,2818300.0
28840,KGZ,Population,1969,2894800.0
28841,KGZ,Population,1970,2959900.0
28842,KGZ,Population,1971,3022300.0
28843,KGZ,Population,1972,3088200.0
28844,KGZ,Population,1973,3153800.0
28845,KGZ,Population,1974,3223900.0
28846,KGZ,Population,1975,3292400.0
28847,KGZ,Population,1976,3358700.0
28848,KGZ,Population,1977,3423900.0
28849,KGZ,Population,1978,3487100.0
28850,KGZ,Population,1979,3552000.0
28851,KGZ,Population,1980,3617400.0
28852,KGZ,Population,1981,3685800.0
28853,KGZ,Population,1982,3759300.0
28854,KGZ,Population,1983,3838300.0
28855,KGZ,Population,1984,3916400.0
28856,KGZ,Population,1985,3990300.0
28857,KGZ,Population,1986,4066500.0
28858,KGZ,Population,1987,4144600.0
28859,KGZ,Population,1988,4218400.0
28860,KGZ,Population,1989,4307500.0
28861,KGZ,Population,1990,4391200.0
28862,KGZ,Population,1991,4463600.0
28863,KGZ,Population,1992,4515400.0
28864,KGZ,Population,1993,4516700.0
28865,KGZ,Population,1994,4515100.0
28866,KGZ,Population,1995,4560400.0
28867,KGZ,Population,1996,4628400.0
28868,KGZ,Population,1997,4696400.0
28869,KGZ,Population,1998,4769000.0
28870,KGZ,Population,1999,4840400.0
28871,KGZ,Population,2000,4898400.0
28872,KGZ,Population,2001,4945100.0
28873,KGZ,Population,2002,4990700.0
28874,KGZ,Population,2003,5043300.0
28875,KGZ,Population,2004,5104700.0
28876,KGZ,Population,2005,5162600.0
28877,KGZ,Population,2006,5218400.0
28878,KGZ,Population,2007,5268400.0
28879,KGZ,Population,2008,5318700.0
28880,KGZ,Population,2009,5383300.0
28881,KGZ,Population,2010,5447900.0
28882,KGZ,Population,2011,5514600.0
28883,KGZ,Population,2012,5607200.0
28884,KGZ,Population,2013,5719600.0
28885,KGZ,Population,2014,5835500.0
28886,KGZ,Population,2015,5956900.0
28887,KGZ,Population,2016,6079500.0
28888,KGZ,Population,2017,6198200.0
28889,KGZ,Population,2018,6322800.0
28890,KGZ,Population,2019,6456200.0
28891,KGZ,Population,2020,6591600.0
28892,KHM,Consumption,1993,3438613463.47898
28893,KHM,Consumption,1994,3704634290.1666
28894,KHM,Consumption,1995,3928426405.44122
28895,KHM,Consumption,1996,4329955793.22772
28896,KHM,Consumption,1997,4260710493.1039
28897,KHM,Consumption,1998,4659415043.63301
28898,KHM,Consumption,1999,4967973664.03126
28899,KHM,Consumption,2000,5234499593.11308
28900,KHM,Consumption,2001,5372424729.23466
28901,KHM,Consumption,2002,5702107733.3952
28902,KHM,Consumption,2003,6151948250.78435
28903,KHM,Consumption,2004,6850140824.04312
28904,KHM,Consumption,2005,7662264817.69746
28905,KHM,Consumption,2006,8138773612.03412
28906,KHM,Consumption,2007,8893282093.06866
28907,KHM,Consumption,2008,9979609722.5429
28908,KHM,Consumption,2009,10101827874.0129
28909,KHM,Consumption,2010,11016461716.7712
28910,KHM,Consumption,2011,12140921718.1051
28911,KHM,Consumption,2012,12714521687.7844
28912,KHM,Consumption,2013,13441874450.1201
28913,KHM,Consumption,2014,14023194166.6849
28914,KHM,Consumption,2015,14837626913.8959
28915,KHM,Consumption,2016,15826342785.4416
28916,KHM,Consumption,2017,16572250608.4518
28917,KHM,Consumption,2018,17678941726.3528
28918,KHM,Consumption,2019,18759596205.9879
28919,KHM,Consumption,2020,18200861425.9285
28920,KHM,Exports,1993,314757155.81948
28921,KHM,Exports,1994,546927622.819687
28922,KHM,Exports,1995,786289581.416862
28923,KHM,Exports,1996,648942921.266967
28924,KHM,Exports,1997,883243288.835753
28925,KHM,Exports,1998,857094571.433654
28926,KHM,Exports,1999,1282002873.89021
28927,KHM,Exports,2000,1670392082.39792
28928,KHM,Exports,2001,1949455347.65439
28929,KHM,Exports,2002,2203305310.98454
28930,KHM,Exports,2003,2447268719.80014
28931,KHM,Exports,2004,3134870557.35418
28932,KHM,Exports,2005,3648692410.7559
28933,KHM,Exports,2006,4348703597.45694
28934,KHM,Exports,2007,4789954494.68579
28935,KHM,Exports,2008,5539832490.578
28936,KHM,Exports,2009,4993292735.89127
28937,KHM,Exports,2010,6019973786.74956
28938,KHM,Exports,2011,7156814414.13096
28939,KHM,Exports,2012,8189162724.09543
28940,KHM,Exports,2013,9337458476.56358
28941,KHM,Exports,2014,10390707346.1157
28942,KHM,Exports,2015,11140147276.578
28943,KHM,Exports,2016,12100140953.8267
28944,KHM,Exports,2017,12736811721.0106
28945,KHM,Exports,2018,14543041778.8769
28946,KHM,Exports,2019,16476384931.2493
28947,KHM,Exports,2020,14618134239.3022
28948,KHM,GDP,1993,5775009072.9915
28949,KHM,GDP,1994,3764807025.69972
28950,KHM,GDP,1995,4137653518.6761
28951,KHM,GDP,1996,4381671867.05305
28952,KHM,GDP,1997,4557228855.43316
28953,KHM,GDP,1998,4770581544.76681
28954,KHM,GDP,1999,5376702112.3546
28955,KHM,GDP,2000,5914027156.60689
28956,KHM,GDP,2001,6395924923.29651
28957,KHM,GDP,2002,6816708954.64449
28958,KHM,GDP,2003,7396531098.75642
28959,KHM,GDP,2004,8161371525.51176
28960,KHM,GDP,2005,9242760345.98743
28961,KHM,GDP,2006,10238305796.2877
28962,KHM,GDP,2007,11283900343.1347
28963,KHM,GDP,2008,12038971276.7648
28964,KHM,GDP,2009,12049408698.7892
28965,KHM,GDP,2010,12767924407.3675
28966,KHM,GDP,2011,13670561753.9849
28967,KHM,GDP,2012,14670337167.5693
28968,KHM,GDP,2013,15749584749.199
28969,KHM,GDP,2014,16874510037.9823
28970,KHM,GDP,2015,18049954289.4229
28971,KHM,GDP,2016,19301414292.2825
28972,KHM,GDP,2017,20651915662.9328
28973,KHM,GDP,2018,22194442188.284
28974,KHM,GDP,2019,23760061873.2798
28975,KHM,GDP,2020,23012192756.0004
28976,KHM,Imports,1993,607240053.600556
28977,KHM,Imports,1994,808909518.494721
28978,KHM,Imports,1995,1096285213.57472
28979,KHM,Imports,1996,1095289991.86175
28980,KHM,Imports,1997,1158699628.48675
28981,KHM,Imports,1998,1139908899.57417
28982,KHM,Imports,1999,1568152980.01484
28983,KHM,Imports,2000,1940124518.30254
28984,KHM,Imports,2001,2138974084.85247
28985,KHM,Imports,2002,2449741889.24266
28986,KHM,Imports,2003,2766906071.46302
28987,KHM,Imports,2004,3315422521.58548
28988,KHM,Imports,2005,3889680098.85158
28989,KHM,Imports,2006,4510163547.3066
28990,KHM,Imports,2007,5054134017.69081
28991,KHM,Imports,2008,6196560352.14021
28992,KHM,Imports,2009,5566983872.4886
28993,KHM,Imports,2010,6503409022.23176
28994,KHM,Imports,2011,7566695791.18393
28995,KHM,Imports,2012,8842726163.61836
28996,KHM,Imports,2013,10178840180.545
28997,KHM,Imports,2014,11210477785.5486
28998,KHM,Imports,2015,11939258368.9017
28999,KHM,Imports,2016,12967687021.6055
29000,KHM,Imports,2017,13494178358.8053
29001,KHM,Imports,2018,15775601543.84
29002,KHM,Imports,2019,17519736609.3706
29003,KHM,Imports,2020,15969175709.3289
29004,KHM,Investment,1993,354065440.468927
29005,KHM,Investment,1994,355672521.111994
29006,KHM,Investment,1995,523769813.296672
29007,KHM,Investment,1996,475322611.732465
29008,KHM,Investment,1997,554013616.443213
29009,KHM,Investment,1998,521715902.177192
29010,KHM,Investment,1999,714108919.044519
29011,KHM,Investment,2000,881923093.629332
29012,KHM,Investment,2001,844651220.407106
29013,KHM,Investment,2002,1076686836.99517
29014,KHM,Investment,2003,1155212312.61981
29015,KHM,Investment,2004,1282340901.53105
29016,KHM,Investment,2005,1532447142.7353
29017,KHM,Investment,2006,1788136314.8433
29018,KHM,Investment,2007,1969055433.77669
29019,KHM,Investment,2008,2282610591.73378
29020,KHM,Investment,2009,2374363669.69008
29021,KHM,Investment,2010,2140716296.37684
29022,KHM,Investment,2011,2371200566.93441
29023,KHM,Investment,2012,2783278871.02264
29024,KHM,Investment,2013,3208200150.61327
29025,KHM,Investment,2014,3498553349.08042
29026,KHM,Investment,2015,3869000933.31694
29027,KHM,Investment,2016,4259747965.69715
29028,KHM,Investment,2017,4519334434.70202
29029,KHM,Investment,2018,5226533627.83559
29030,KHM,Investment,2019,5972674497.42303
29031,KHM,Investment,2020,5809309480.67052
29032,KHM,Population,1960,5722372.0
29033,KHM,Population,1961,5872968.0
29034,KHM,Population,1962,6028434.0
29035,KHM,Population,1963,6183586.0
29036,KHM,Population,1964,6331443.0
29037,KHM,Population,1965,6467191.0
29038,KHM,Population,1966,6585034.0
29039,KHM,Population,1967,6685961.0
29040,KHM,Population,1968,6779778.0
29041,KHM,Population,1969,6880623.0
29042,KHM,Population,1970,6996576.0
29043,KHM,Population,1971,7139640.0
29044,KHM,Population,1972,7302114.0
29045,KHM,Population,1973,7449233.0
29046,KHM,Population,1974,7533332.0
29047,KHM,Population,1975,7524457.0
29048,KHM,Population,1976,7404687.0
